device,node_id,time_utc_usec,active_intensity,q_factor,histogram_count,azimuth,elevation,yaw,pitch,roll,north,east,down
dev2,43,1781043216878000,36.328765869140625,7.436160564422607,26,201.4569091796875,3.238337993621826,19.56378173828125,41.25058364868164,-173.05166625976562,-0.0013806805945932865,0.01315903291106224,0.0056076329201459885
dev2,43,1781043217047000,30.018407821655273,7.516974449157715,36,196.2559051513672,5.936563491821289,19.575225830078125,41.250667572021484,-173.03680419921875,-0.0009558659512549639,0.012918478809297085,0.005294546484947205
dev2,43,1781043217212000,22.092605590820312,3.3472378253936768,43,161.4288330078125,6.6549973487854,19.575653076171875,41.25924301147461,-173.02926635742188,-0.0008282035123556852,0.01269925944507122,0.005088008474558592
dev2,43,1781043217383000,25.5092830657959,4.468340873718262,48,158.2493896484375,-6.156085968017578,19.578887939453125,41.28464126586914,-172.9528045654297,-0.0011294431751593947,0.012657477520406246,0.004950688220560551
dev2,43,1781043217551000,34.06644058227539,12.116951942443848,41,198.19009399414062,-26.395442962646484,19.590972900390625,41.2241096496582,-172.9068603515625,-0.0013775338884443045,0.012586106546223164,0.004878101404756308
dev2,43,1781043217719000,27.212141036987305,5.364708423614502,36,197.32347106933594,3.6070163249969482,19.58984375,41.24325180053711,-172.9178009033203,-0.0015981486067175865,0.012461182661354542,0.004665404558181763
dev2,43,1781043217887000,29.082843780517578,5.134463310241699,49,157.15814208984375,-11.080605506896973,19.587799072265625,41.242034912109375,-172.92042541503906,-0.0018294433830305934,0.012276187539100647,0.004320043139159679
dev2,43,1781043218055000,29.648208618164062,11.672758102416992,44,156.327392578125,-9.462272644042969,19.592681884765625,41.237892150878906,-172.91038513183594,-0.0020758730825036764,0.01206084806472063,0.0038732364773750305
dev2,43,1781043218223000,17.9403133392334,1.7901190519332886,41,223.64971923828125,19.918193817138672,19.594635009765625,41.23851776123047,-172.91297912597656,-0.002354842144995928,0.011786769144237041,0.003383408533409238
dev2,43,1781043218391000,18.187183380126953,2.039865016937256,24,170.08111572265625,-24.483564376831055,19.59881591796875,41.234737396240234,-172.91397094726562,-0.002771344967186451,0.011440007016062737,0.0028058472089469433
dev2,43,1781043218562000,17.758506774902344,1.939002513885498,21,346.57989501953125,-18.959211349487305,19.60028076171875,41.23760986328125,-172.91793823242188,-0.0033074887469410896,0.011042717844247818,0.0020387829281389713
dev2,43,1781043218730000,18.73849105834961,2.417407751083374,17,105.5069580078125,5.4955525398254395,19.603302001953125,41.23760986328125,-172.91543579101562,-0.003639502450823784,0.0107450345531106,0.0016192374750971794
dev2,43,1781043218898000,17.096416473388672,1.5499910116195679,24,348.2560119628906,21.836994171142578,19.6075439453125,41.23662185668945,-172.90863037109375,-0.003454579273238778,0.010799529030919075,0.0016588731668889523
dev2,43,1781043219066000,16.560327529907227,1.5456761121749878,15,311.4586181640625,-11.714491844177246,19.60888671875,41.24449157714844,-172.90765380859375,-0.0032832766883075237,0.010805806145071983,0.0020182959269732237
dev2,43,1781043219234000,19.86359214782715,1.8080135583877563,34,192.64935302734375,21.902185440063477,19.60870361328125,41.24230194091797,-172.90782165527344,-0.003265119157731533,0.010740607976913452,0.0024757711216807365
dev2,43,1781043219402000,19.211910247802734,1.9170472621917725,18,280.59088134765625,21.75579833984375,19.6005859375,41.23699188232422,-172.91458129882812,-0.0035153168719261885,0.010586746968328953,0.0029041944071650505
dev2,43,1781043219570000,34.95310974121094,11.897322654724121,59,191.3685760498047,52.117637634277344,19.601593017578125,41.24578094482422,-172.9140625,-0.0038154840003699064,0.010470019653439522,0.0032874997705221176
dev2,43,1781043219738000,50.733909606933594,10.800618171691895,32,184.3436737060547,41.8154411315918,19.59979248046875,41.240570068359375,-172.91424560546875,-0.004100520629435778,0.010388881899416447,0.0036254222504794598
dev2,43,1781043219909000,38.69352722167969,5.738680362701416,27,195.53213500976562,59.02934646606445,19.601043701171875,41.24034118652344,-172.9171600341797,-0.004459087736904621,0.010264153592288494,0.003866371000185609
dev2,43,1781043220079000,20.116891860961914,1.9826648235321045,10,282.41021728515625,-32.493003845214844,19.61065673828125,41.240745544433594,-172.91444396972656,-0.004713764414191246,0.01016224455088377,0.004261317662894726
dev2,43,1781043220246000,17.807117462158203,1.57280695438385,32,256.7948913574219,32.33506393432617,19.622344970703125,41.23238754272461,-172.90650939941406,-0.004732362926006317,0.010208253748714924,0.00467803655192256
dev2,43,1781043220414000,57.43878936767578,4.579849720001221,90,194.80111694335938,23.35642433166504,19.62646484375,41.232757568359375,-172.9051055908203,-0.004569788463413715,0.010326946154236794,0.005034811794757843
dev2,43,1781043220584000,59.960445404052734,4.062203884124756,58,192.3352813720703,21.316129684448242,19.62591552734375,41.22704315185547,-172.9033660888672,-0.00428227661177516,0.010502507910132408,0.005358963273465633
dev2,43,1781043220749000,34.30236053466797,2.6854426860809326,29,252.38375854492188,53.5056266784668,19.6270751953125,41.22193908691406,-172.90853881835938,-0.004001690074801445,0.0107016796246171,0.00560698052868247
