device,node_id,time_utc_usec,active_intensity,q_factor,histogram_count,azimuth,elevation,yaw,pitch,roll,north,east,down
dev2,43,1781043145131000,19.46474838256836,1.9683510065078735,28,162.6361083984375,-25.270999908447266,19.581634521484375,41.274269104003906,-172.9802703857422,-0.0029811705462634563,0.016796816140413284,0.020165929570794106
dev2,43,1781043145299000,17.738506317138672,1.6561450958251953,23,37.4345703125,-6.443131923675537,19.585540771484375,41.27521514892578,-172.98065185546875,-0.002980690449476242,0.016724400222301483,0.019208749756217003
dev2,43,1781043145636000,17.34634017944336,1.5394142866134644,19,166.4119873046875,8.891772270202637,19.617645263671875,41.254024505615234,-173.00001525878906,-0.0031272287014871836,0.01654261350631714,0.01735355705022812
dev2,43,1781043145806000,18.059345245361328,1.8257873058319092,32,135.46051025390625,-5.286505222320557,19.62646484375,41.249229431152344,-172.9371795654297,-0.0032891740556806326,0.01646580547094345,0.016556337475776672
dev2,43,1781043146143000,18.41359519958496,1.8246994018554688,20,198.1657257080078,10.5545072555542,19.62274169921875,41.26499938964844,-172.94171142578125,-0.003650496480986476,0.01623106561601162,0.01602824404835701
dev2,43,1781043146310000,18.961496353149414,1.7482858896255493,33,165.58154296875,-10.542274475097656,19.606414794921875,41.26130294799805,-172.9777069091797,-0.0038962436374276876,0.016072982922196388,0.01651029661297798
dev2,43,1781043146646000,18.51129722595215,1.478415608406067,40,190.01873779296875,-6.937197685241699,19.617034912109375,41.248779296875,-172.94732666015625,-0.004525485914200544,0.015619355253875256,0.018043098971247673
dev2,43,1781043146814000,20.134868621826172,1.9670569896697998,41,196.62088012695312,22.48756980895996,19.616729736328125,41.239200592041016,-172.9400177001953,-0.004936810117214918,0.015459587797522545,0.01896580681204796
dev2,43,1781043147153000,20.616573333740234,2.2742393016815186,27,199.6535186767578,40.595848083496094,19.608001708984375,41.2412109375,-172.94253540039062,-0.006084011867642403,0.015387809835374355,0.02088148146867752
dev2,43,1781043147321000,20.51069450378418,2.364159107208252,27,159.195556640625,25.312015533447266,19.602325439453125,41.24705123901367,-172.94485473632812,-0.006408437620848417,0.015262068249285221,0.021807165816426277
dev2,43,1781043147657000,31.132871627807617,3.274390697479248,12,285.07421875,68.59152221679688,19.596160888671875,41.24838638305664,-172.94444274902344,-0.0067422520369291306,0.015080339275300503,0.023757539689540863
dev2,43,1781043147825000,29.085092544555664,2.750445604324341,50,136.20022583007812,38.72980880737305,19.59228515625,41.24367141723633,-172.94447326660156,-0.006436474621295929,0.015051102265715599,0.023871220648288727
dev2,43,1781043148164000,21.55294418334961,1.8967108726501465,24,168.32489013671875,41.34456253051758,19.575408935546875,41.246131896972656,-172.95095825195312,-0.005777732003480196,0.015107073821127415,0.022477995604276657
dev2,43,1781043148332000,24.983732223510742,2.9747474193573,43,131.45059204101562,24.614282608032227,19.57672119140625,41.24110794067383,-172.94635009765625,-0.005685161799192429,0.015087274834513664,0.021542806178331375
dev2,43,1781043148668000,17.183406829833984,1.5736358165740967,14,130.67724609375,34.86131286621094,19.59222412109375,41.241615295410156,-172.94432067871094,-0.005776515230536461,0.015097896568477154,0.01928015984594822
dev2,43,1781043148836000,19.73369026184082,2.1579837799072266,25,190.23048400878906,21.745697021484375,19.59576416015625,41.246803283691406,-172.9469757080078,-0.005878657102584839,0.015058444812893867,0.01838436909019947
dev2,43,1781043149172000,20.001693725585938,1.8230715990066528,29,221.60784912109375,34.7162971496582,19.600555419921875,41.23541259765625,-172.91195678710938,-0.0059594037011265755,0.014973695389926434,0.017112674191594124
dev2,43,1781043149340000,23.439523696899414,3.2292232513427734,40,166.6707763671875,-25.00975799560547,19.588043212890625,41.2373161315918,-172.9559783935547,-0.005830032750964165,0.014928947202861309,0.016503803431987762
dev2,43,1781043149679000,17.65422248840332,1.6395611763000488,18,252.1455078125,8.369399070739746,19.6239013671875,41.22957229614258,-172.9385986328125,-0.005537237506359816,0.014751667156815529,0.015675775706768036
dev2,43,1781043149847000,22.184049606323242,3.0977883338928223,42,136.00811767578125,-10.574949264526367,19.5982666015625,41.2446403503418,-172.9546356201172,-0.005536098964512348,0.014624240808188915,0.015656229108572006
dev2,43,1781043150183000,18.78386116027832,2.0699522495269775,26,45.454254150390625,10.354337692260742,19.604156494140625,41.2430419921875,-172.96412658691406,-0.0059237247332930565,0.014234917238354683,0.015742331743240356
dev2,43,1781043150351000,17.214580535888672,1.6118282079696655,26,202.59129333496094,20.369298934936523,19.60211181640625,41.24345397949219,-172.97958374023438,-0.0063213175162673,0.014056111685931683,0.01573929190635681
dev2,43,1781043150690000,15.996465682983398,1.3662631511688232,13,313.69439697265625,-27.78444480895996,19.598907470703125,41.248634338378906,-172.97802734375,-0.007387611549347639,0.013772517442703247,0.015580309554934502
dev2,43,1781043150858000,18.157649993896484,2.034810781478882,15,283.2137756347656,-7.5306010246276855,19.593658447265625,41.24396896362305,-172.97047424316406,-0.007914016954600811,0.013647525571286678,0.015465660020709038
